2021-11-04 15:43:40.438695,0,1,0,0
2021-11-04 15:43:47.318174,0,0,1,0
2021-11-04 15:43:54.229331,0,0,0,0
2021-11-04 15:44:01.107865,0,0,0,0
2021-11-04 15:44:08.018733,0,1,0,0
2021-11-04 15:44:14.917865,0,1,1,0
2021-11-04 15:44:21.815148,0,1,0,1
2021-11-04 15:44:28.703509,0,1,1,0
2021-11-04 15:44:35.588588,0,0,0,0
2021-11-04 15:44:42.484578,0,1,0,1
2021-11-04 15:44:49.358675,0,1,1,0
2021-11-04 15:44:56.251393,0,2,0,0
2021-11-04 15:45:03.156820,0,1,0,0
2021-11-04 15:45:10.043405,0,0,0,0
2021-11-04 15:45:16.927203,0,0,1,0
2021-11-04 15:45:23.819385,0,1,0,0
2021-11-04 15:45:30.706568,0,1,0,0
2021-11-04 15:45:37.596708,0,0,0,0
2021-11-04 15:45:44.488862,0,0,0,0
2021-11-04 15:45:51.372987,0,2,0,0
2021-11-04 15:45:58.257982,0,0,0,0
2021-11-04 15:46:05.131353,0,1,0,1
2021-11-04 15:46:11.905463,0,0,1,0
2021-11-04 15:46:18.719351,0,0,0,0
2021-11-04 15:46:25.487464,0,0,0,0
2021-11-04 15:46:32.329613,1,0,0,0
2021-11-04 15:46:39.209653,0,0,0,0
2021-11-04 15:46:45.977317,0,0,0,0
2021-11-04 15:46:52.737259,0,0,0,0
2021-11-04 15:46:59.495930,1,1,0,0
2021-11-04 15:47:06.247660,0,0,2,1
2021-11-04 15:47:13.027482,0,0,1,0
2021-11-04 15:47:19.806833,0,1,1,1
2021-11-04 15:47:26.568274,0,1,0,0
2021-11-04 15:47:33.332434,0,1,0,0
2021-11-04 15:47:40.098960,0,1,1,0
2021-11-04 15:47:46.858084,0,0,0,0
2021-11-04 15:47:53.627531,1,1,1,1
2021-11-04 15:48:00.393722,0,1,0,0
2021-11-04 15:48:07.158370,0,0,0,1
2021-11-04 15:48:13.916310,0,0,0,0
2021-11-04 15:48:20.690041,0,0,0,1
2021-11-04 15:48:27.456319,0,0,0,0
2021-11-04 15:48:34.226058,0,1,0,0
2021-11-04 15:48:40.976474,0,0,0,0
2021-11-04 15:48:47.738075,0,1,1,0
2021-11-04 15:48:54.515825,0,1,1,2
2021-11-04 15:49:01.263734,0,0,0,0
2021-11-04 15:49:08.017167,0,1,0,0
2021-11-04 15:49:14.777780,1,0,1,0
