2021-11-15 10:22:43.911001,0,0,0,0
2021-11-15 10:22:50.782716,0,0,1,0
2021-11-15 10:22:57.671224,0,0,0,0
2021-11-15 10:23:04.544221,0,0,0,0
2021-11-15 10:23:11.428778,0,2,0,0
2021-11-15 10:23:18.328254,0,0,1,0
2021-11-15 10:23:25.207919,0,0,0,0
2021-11-15 10:23:32.093829,0,0,0,0
2021-11-15 10:23:38.968813,0,0,0,0
2021-11-15 10:23:45.836263,0,0,0,0
2021-11-15 10:23:52.741771,0,0,1,0
2021-11-15 10:23:59.612055,0,1,0,1
2021-11-15 10:24:06.500026,0,1,0,0
2021-11-15 10:24:13.382009,0,0,0,0
2021-11-15 10:24:20.248185,0,0,0,0
2021-11-15 10:24:27.141691,0,1,0,0
2021-11-15 10:24:34.010944,1,1,0,0
2021-11-15 10:24:40.903785,0,2,0,0
2021-11-15 10:24:47.789214,0,0,0,0
2021-11-15 10:24:54.683845,0,0,0,0
2021-11-15 10:25:01.585203,0,0,0,0
2021-11-15 10:25:10.494416,0,2,0,0
2021-11-15 10:25:16.119062,613,606,602,599
2021-11-15 10:25:21.782213,613,608,606,601
2021-11-15 10:25:27.497957,615,608,607,603
2021-11-15 10:25:33.108055,615,608,608,602
2021-11-15 10:25:38.756340,616,607,608,603
2021-11-15 10:25:44.503211,615,610,608,604
2021-11-15 10:25:51.784434,618,611,608,604
2021-11-15 10:25:57.433281,616,611,609,606
2021-11-15 10:26:03.138408,617,612,611,605
2021-11-15 10:26:08.780375,618,612,609,605
2021-11-15 10:26:14.465226,622,618,613,613
2021-11-15 10:26:20.104621,623,617,615,612
2021-11-15 10:26:25.768806,624,618,616,611
2021-11-15 10:26:31.429380,624,619,615,614
2021-11-15 10:26:37.089560,625,618,615,613
2021-11-15 10:26:42.776139,624,619,616,613
2021-11-15 10:26:48.483343,623,620,615,614
2021-11-15 10:26:54.147407,623,620,616,613
2021-11-15 10:26:59.777214,625,620,615,614
2021-11-15 10:27:05.439605,624,619,616,613
2021-11-15 10:27:11.078654,623,619,616,614
2021-11-15 10:27:16.705274,623,620,615,616
2021-11-15 10:27:22.350581,625,620,615,614
2021-11-15 10:27:28.038453,623,619,616,615
2021-11-15 10:27:33.663403,625,620,616,615
2021-11-15 10:27:39.375664,624,620,616,616
2021-11-15 10:27:45.031333,625,621,616,616
2021-11-15 10:27:50.692996,625,620,618,616
2021-11-15 10:27:56.314625,625,621,615,616
2021-11-15 10:28:01.902190,624,620,616,614
2021-11-15 10:28:07.566744,625,621,617,615
2021-11-15 10:28:13.321333,625,621,617,615
2021-11-15 10:28:18.987854,627,620,616,615
2021-11-15 10:28:24.701220,625,620,617,615
2021-11-15 10:28:30.312076,624,620,617,616
2021-11-15 10:28:35.974101,624,620,616,615
2021-11-15 10:28:41.653937,626,619,618,615
2021-11-15 10:28:47.270995,624,621,616,615
2021-11-15 10:28:52.906935,625,621,616,617
2021-11-15 10:28:58.507136,624,620,616,615
2021-11-15 10:29:04.120796,625,621,617,616
2021-11-15 10:29:09.791559,624,622,617,616
2021-11-15 10:29:15.416983,626,622,619,614
2021-11-15 10:29:21.036622,623,621,617,615
2021-11-15 10:29:26.644977,626,622,618,617
2021-11-15 10:29:32.288044,625,621,617,616
2021-11-15 10:29:37.894339,623,621,618,617
2021-11-15 10:29:43.506274,625,620,620,616
2021-11-15 10:29:49.195214,623,620,618,615
2021-11-15 10:29:54.922354,625,621,619,617
2021-11-15 10:30:00.589313,625,621,617,615
2021-11-15 10:30:06.224782,624,621,618,617
2021-11-15 10:30:11.823937,624,620,616,616
2021-11-15 10:30:17.480207,624,622,618,615
2021-11-15 10:30:23.067414,625,621,617,616
2021-11-15 10:30:28.661112,624,622,618,616
2021-11-15 10:30:34.443109,620,615,614,608
2021-11-15 10:30:40.103382,620,614,613,611
2021-11-15 10:30:45.759518,619,616,614,610
2021-11-15 10:30:54.074483,619,614,613,609
2021-11-15 10:30:59.733447,619,617,613,611
2021-11-15 10:31:05.372921,620,615,614,612
2021-11-15 10:31:11.003534,620,615,614,611
2021-11-15 10:31:16.666183,620,616,614,611
2021-11-15 10:31:22.269482,621,615,614,611
2021-11-15 10:31:31.521818,0,0,0,0
2021-11-15 10:31:38.958657,0,0,0,0
2021-11-15 10:31:45.849299,0,0,0,0
