2021-11-15 10:22:43.910659,0,1,0,0
2021-11-15 10:22:50.798489,0,0,0,0
2021-11-15 10:22:57.718125,0,1,0,0
2021-11-15 10:23:04.602167,0,0,0,0
2021-11-15 10:23:11.495373,0,0,0,0
2021-11-15 10:23:18.373256,0,0,0,0
2021-11-15 10:23:25.277722,0,1,0,0
2021-11-15 10:23:32.172236,0,1,0,0
2021-11-15 10:23:39.047580,0,2,0,0
2021-11-15 10:23:45.947853,1,0,0,0
2021-11-15 10:23:52.835201,0,0,0,0
2021-11-15 10:23:59.718795,0,0,0,0
2021-11-15 10:24:06.601452,0,0,0,0
2021-11-15 10:24:13.499471,0,2,0,0
2021-11-15 10:24:20.398559,0,0,0,0
2021-11-15 10:24:27.279147,0,0,0,0
2021-11-15 10:24:34.146711,0,1,0,0
2021-11-15 10:24:41.027616,0,0,0,0
2021-11-15 10:24:47.900749,0,1,0,0
2021-11-15 10:24:54.771441,0,0,0,0
2021-11-15 10:25:01.637594,0,0,0,0
2021-11-15 10:25:10.494615,0,1,0,0
2021-11-15 10:25:16.109417,606,628,624,606
2021-11-15 10:25:21.761396,607,628,626,611
2021-11-15 10:25:27.425820,608,630,627,610
2021-11-15 10:25:33.112660,610,631,627,610
2021-11-15 10:25:38.760703,610,632,629,613
2021-11-15 10:25:44.357800,610,634,630,613
2021-11-15 10:25:51.800916,610,632,631,614
2021-11-15 10:25:57.470370,611,632,631,616
2021-11-15 10:26:03.173284,611,635,633,614
2021-11-15 10:26:08.820121,611,635,633,616
2021-11-15 10:26:14.462347,617,639,637,622
2021-11-15 10:26:20.154890,618,640,638,622
2021-11-15 10:26:25.852799,619,641,637,622
2021-11-15 10:26:31.553006,617,643,637,622
2021-11-15 10:26:37.246917,619,644,638,623
2021-11-15 10:26:43.011885,618,643,639,624
2021-11-15 10:26:48.695698,619,642,639,624
2021-11-15 10:26:54.485505,621,644,638,625
2021-11-15 10:27:00.199618,618,644,641,623
2021-11-15 10:27:05.958099,620,643,640,626
2021-11-15 10:27:11.565977,618,643,639,625
2021-11-15 10:27:17.208280,618,643,640,624
2021-11-15 10:27:22.925833,618,644,641,625
2021-11-15 10:27:28.580419,619,645,642,625
2021-11-15 10:27:34.307960,620,646,641,625
2021-11-15 10:27:40.030947,620,643,641,626
2021-11-15 10:27:45.744040,621,644,641,625
2021-11-15 10:27:51.423455,619,643,642,625
2021-11-15 10:27:57.055458,621,646,641,627
2021-11-15 10:28:02.744388,620,644,642,627
2021-11-15 10:28:08.499830,620,645,642,627
2021-11-15 10:28:14.176352,619,646,643,626
2021-11-15 10:28:19.913433,620,646,644,627
2021-11-15 10:28:25.672333,619,646,642,626
2021-11-15 10:28:31.371579,620,647,642,625
2021-11-15 10:28:37.122237,621,646,641,626
2021-11-15 10:28:42.807257,620,648,641,624
2021-11-15 10:28:48.520038,620,646,643,627
2021-11-15 10:28:54.212686,620,648,642,628
2021-11-15 10:28:59.903594,621,645,643,626
2021-11-15 10:29:05.574421,620,649,642,626
2021-11-15 10:29:11.251336,621,646,644,625
2021-11-15 10:29:16.944419,620,647,643,627
2021-11-15 10:29:22.729500,621,646,642,627
2021-11-15 10:29:28.406426,622,647,643,627
2021-11-15 10:29:34.143365,620,645,645,626
2021-11-15 10:29:39.850888,619,647,643,626
2021-11-15 10:29:45.526732,621,646,644,628
2021-11-15 10:29:51.146864,621,645,643,628
2021-11-15 10:29:56.781645,620,644,644,626
2021-11-15 10:30:02.438886,620,649,644,629
2021-11-15 10:30:08.115434,620,646,642,629
2021-11-15 10:30:13.790879,621,648,643,627
2021-11-15 10:30:19.498113,620,647,643,626
2021-11-15 10:30:25.208891,621,648,643,627
2021-11-15 10:30:30.889326,615,642,639,621
2021-11-15 10:30:36.561141,616,641,639,621
2021-11-15 10:30:42.207402,616,641,638,621
2021-11-15 10:30:48.135971,617,641,639,621
2021-11-15 10:30:54.232476,616,642,637,621
2021-11-15 10:30:59.921657,617,640,638,622
2021-11-15 10:31:05.551952,617,641,638,622
2021-11-15 10:31:11.181747,616,642,639,621
2021-11-15 10:31:16.811997,615,641,639,620
2021-11-15 10:31:22.500322,616,640,640,622
2021-11-15 10:31:31.539355,0,1,0,0
2021-11-15 10:31:39.001849,0,1,0,0
