2021-11-15 10:22:43.910481,0,1,0,0
2021-11-15 10:22:50.803105,0,0,0,0
2021-11-15 10:22:57.673138,0,1,0,0
2021-11-15 10:23:04.566016,0,0,0,0
2021-11-15 10:23:11.456686,0,0,0,1
2021-11-15 10:23:18.344476,0,2,0,1
2021-11-15 10:23:25.266548,0,1,0,0
2021-11-15 10:23:32.139974,0,0,0,0
2021-11-15 10:23:39.036288,0,1,0,1
2021-11-15 10:23:45.933507,0,0,0,0
2021-11-15 10:23:52.825410,0,0,0,0
2021-11-15 10:23:59.720466,0,1,0,0
2021-11-15 10:24:06.619115,0,0,0,0
2021-11-15 10:24:13.501632,0,2,0,1
2021-11-15 10:24:20.398280,0,0,0,0
2021-11-15 10:24:27.272201,0,0,0,0
2021-11-15 10:24:34.141698,0,0,3,0
2021-11-15 10:24:41.018670,0,1,0,2
2021-11-15 10:24:47.902354,0,0,0,0
2021-11-15 10:24:54.780136,0,0,2,0
2021-11-15 10:25:01.682366,0,0,0,2
2021-11-15 10:25:10.494872,0,0,0,0
2021-11-15 10:25:16.131290,610,603,606,606
2021-11-15 10:25:21.840206,610,603,607,606
2021-11-15 10:25:27.511500,612,603,608,608
2021-11-15 10:25:33.228538,612,605,610,610
2021-11-15 10:25:38.928959,613,605,608,610
2021-11-15 10:25:44.505051,613,607,610,609
2021-11-15 10:25:51.752889,614,607,611,610
2021-11-15 10:25:57.411997,614,609,612,612
2021-11-15 10:26:03.007315,615,607,613,611
2021-11-15 10:26:08.687482,617,609,612,612
2021-11-15 10:26:14.345198,620,613,618,617
2021-11-15 10:26:20.005263,621,615,620,618
2021-11-15 10:26:25.698948,623,613,618,619
2021-11-15 10:26:31.392881,622,614,620,617
2021-11-15 10:26:37.025494,623,616,620,618
2021-11-15 10:26:42.705645,624,616,620,618
2021-11-15 10:26:48.322227,624,615,621,620
2021-11-15 10:26:53.975860,623,617,621,621
2021-11-15 10:26:59.633225,624,616,620,620
2021-11-15 10:27:05.294870,625,616,620,619
2021-11-15 10:27:10.980821,624,617,622,620
2021-11-15 10:27:16.665113,625,615,622,621
2021-11-15 10:27:22.324091,624,617,624,621
2021-11-15 10:27:27.966611,626,617,622,620
2021-11-15 10:27:33.585150,626,617,622,620
2021-11-15 10:27:39.205526,625,618,620,620
2021-11-15 10:27:44.858877,625,617,622,621
2021-11-15 10:27:50.472014,626,618,622,621
2021-11-15 10:27:56.157585,625,616,622,621
2021-11-15 10:28:01.821934,625,618,623,621
2021-11-15 10:28:07.411750,627,617,622,621
2021-11-15 10:28:13.037263,624,617,623,623
2021-11-15 10:28:18.760569,627,618,624,622
2021-11-15 10:28:24.440935,626,618,623,621
2021-11-15 10:28:30.019875,625,618,621,619
2021-11-15 10:28:35.642560,625,619,622,622
2021-11-15 10:28:41.302136,627,618,623,621
2021-11-15 10:28:46.945428,626,618,624,620
2021-11-15 10:28:52.577295,627,618,625,619
2021-11-15 10:28:58.208562,627,618,624,622
2021-11-15 10:29:03.903291,626,618,623,620
2021-11-15 10:29:09.567608,629,618,624,621
2021-11-15 10:29:15.165073,626,617,624,621
2021-11-15 10:29:20.792416,628,619,623,621
2021-11-15 10:29:26.467082,627,619,623,622
2021-11-15 10:29:32.204651,627,618,623,621
2021-11-15 10:29:37.824729,628,619,624,622
2021-11-15 10:29:43.490775,627,618,626,621
2021-11-15 10:29:49.134613,626,620,623,621
2021-11-15 10:29:54.785054,626,620,624,621
2021-11-15 10:30:00.548323,628,617,624,622
2021-11-15 10:30:06.154746,627,618,625,622
2021-11-15 10:30:11.787007,626,621,625,623
2021-11-15 10:30:17.387600,627,620,624,622
2021-11-15 10:30:23.122194,628,620,625,622
2021-11-15 10:30:28.772507,627,619,624,623
2021-11-15 10:30:34.376855,622,613,619,616
2021-11-15 10:30:40.044548,623,615,619,616
2021-11-15 10:30:45.658541,621,614,618,617
2021-11-15 10:30:53.905484,621,614,619,617
2021-11-15 10:30:59.584574,621,615,618,616
2021-11-15 10:31:05.233655,621,614,618,617
2021-11-15 10:31:10.816755,623,614,619,617
2021-11-15 10:31:16.460223,622,615,619,617
2021-11-15 10:31:22.124852,622,615,619,616
2021-11-15 10:31:31.528385,0,1,0,1
2021-11-15 10:31:38.959248,0,1,0,1
2021-11-15 10:31:45.844304,0,0,0,0
