2021-11-15 10:22:43.910573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:22:50.798420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:22:57.718066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:04.602107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:11.495314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:18.373186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:25.277663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:32.172178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:39.047494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:45.947744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:52.835127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:23:59.718722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:06.601391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:13.499411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:20.398500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:27.279087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:34.146653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:41.027527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:47.900690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:24:54.771361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:25:01.637491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:25:10.494542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-11-15 10:25:16.109383,21.581001018322752,21.6527308449094,21.50928860926632,19.649643284696992,21.294252107331943,21.258426883615755,21.222605589258762,19.935258330551562,22.011654487026192,22.155359121885567,21.688602407975907,20.72149364324656,21.832134095896606,21.50928860926632,21.50928860926632,20.685725631469097,21.975740753340233,21.868028613455124,21.903927863958472,20.79303938086673,21.903927863958472,21.79624426391564,21.688602407975907,20.86459838461616,21.724478467288122,21.79624426391564,21.6527308449094,20.22101328025542,21.401751826550026,21.473438818155387,21.15097459991449,20.363950758706324
2021-11-15 10:25:21.761357,21.581001018322752,21.6527308449094,21.437593239661,19.292784425865875,21.258426883615755,21.222605589258762,21.15097459991449,19.685338339522218,21.975740753340233,22.155359121885567,21.616863730787827,20.435435817706832,21.832134095896606,21.473438818155387,21.437593239661,20.506932258906204,21.939831894788085,21.868028613455124,21.868028613455124,20.54268486556498,21.903927863958472,21.79624426391564,21.6527308449094,20.685725631469097,21.688602407975907,21.79624426391564,21.581001018322752,19.935258330551562,21.36591453159906,21.437593239661,21.079358761957963,20.14956010722483
2021-11-15 10:25:27.425764,21.54514266023739,21.6527308449094,21.330081307594526,18.9717270472932,21.258426883615755,21.18678817708212,21.079358761957963,19.435509286831177,21.975740753340233,22.11942541323532,21.54514266023739,20.14956010722483,21.868028613455124,21.437593239661,21.36591453159906,20.29247670514758,21.939831894788085,21.832134095896606,21.79624426391564,20.32821237979465,21.939831894788085,21.79624426391564,21.616863730787827,20.54268486556498,21.6527308449094,21.79624426391564,21.54514266023739,19.685338339522218,21.36591453159906,21.36591453159906,20.971962588714746,19.935258330551562
2021-11-15 10:25:33.112624,21.54514266023739,21.616863730787827,21.222605589258762,18.650743376252535,21.258426883615755,21.15097459991449,21.007757698160276,19.221430202350575,21.939831894788085,22.11942541323532,21.473438818155387,19.863842395899326,21.903927863958472,21.437593239661,21.330081307594526,20.113837247394883,21.939831894788085,21.832134095896606,21.724478467288122,20.078116809208836,22.011654487026192,21.79624426391564,21.581001018322752,20.399691888978793,21.6527308449094,21.760359070159325,21.437593239661,19.471194197425234,21.36591453159906,21.36591453159906,20.936171031392973,19.79243482821579
